hhid,clust,rural,strata,survey,svyCode,wave
0354-001,4204005,rural,9,2012/13,tza-nps-2012,wave 3
0355-001,4204005,rural,9,2012/13,tza-nps-2012,wave 3
0356-001,4204005,rural,9,2012/13,tza-nps-2012,wave 3
0356-006,4204005,rural,9,2012/13,tza-nps-2012,wave 3
0357-001,4204005,rural,9,2012/13,tza-nps-2012,wave 3
0358-001,4204005,rural,9,2012/13,tza-nps-2012,wave 3
0358-002,4204005,rural,9,2012/13,tza-nps-2012,wave 3
0359-001,4204005,rural,9,2012/13,tza-nps-2012,wave 3
0360-001,4204005,rural,9,2012/13,tza-nps-2012,wave 3
0361-001,4204005,urban,9,2012/13,tza-nps-2012,wave 3
0362-001,4204005,rural,9,2012/13,tza-nps-2012,wave 3
0363-001,4204005,urban,9,2012/13,tza-nps-2012,wave 3
0364-001,4204005,rural,9,2012/13,tza-nps-2012,wave 3
0364-002,4204005,rural,9,2012/13,tza-nps-2012,wave 3
0365-001,4208352,rural,10,2012/13,tza-nps-2012,wave 3
0366-001,4208352,rural,10,2012/13,tza-nps-2012,wave 3
0367-001,4208352,rural,10,2012/13,tza-nps-2012,wave 3
0368-001,4208352,rural,10,2012/13,tza-nps-2012,wave 3
0368-003,4208352,rural,10,2012/13,tza-nps-2012,wave 3
0369-001,4208352,rural,10,2012/13,tza-nps-2012,wave 3
0370-001,4208352,rural,10,2012/13,tza-nps-2012,wave 3
0371-001,4208352,rural,10,2012/13,tza-nps-2012,wave 3
0372-001,4208352,rural,10,2012/13,tza-nps-2012,wave 3
0373-001,4208352,rural,10,2012/13,tza-nps-2012,wave 3
0374-001,4212002,rural,9,2012/13,tza-nps-2012,wave 3
0375-001,4212002,rural,9,2012/13,tza-nps-2012,wave 3
0376-001,4212002,rural,9,2012/13,tza-nps-2012,wave 3
0377-001,4212002,rural,9,2012/13,tza-nps-2012,wave 3
0378-001,4212002,rural,9,2012/13,tza-nps-2012,wave 3
0379-001,4212002,rural,9,2012/13,tza-nps-2012,wave 3
0380-001,4212002,rural,9,2012/13,tza-nps-2012,wave 3
0382-001,4212002,urban,9,2012/13,tza-nps-2012,wave 3
0382-002,4212002,rural,9,2012/13,tza-nps-2012,wave 3
0382-003,4212002,urban,9,2012/13,tza-nps-2012,wave 3
0383-001,4212002,rural,9,2012/13,tza-nps-2012,wave 3
0384-001,4309003,rural,9,2012/13,tza-nps-2012,wave 3
0385-001,4309003,rural,9,2012/13,tza-nps-2012,wave 3
0386-001,4309003,rural,9,2012/13,tza-nps-2012,wave 3
0387-001,4309003,rural,9,2012/13,tza-nps-2012,wave 3
0387-002,4309003,urban,9,2012/13,tza-nps-2012,wave 3
0388-001,4309003,rural,9,2012/13,tza-nps-2012,wave 3
0389-001,4309003,rural,9,2012/13,tza-nps-2012,wave 3
0390-001,4309003,rural,9,2012/13,tza-nps-2012,wave 3
0391-001,4309003,rural,9,2012/13,tza-nps-2012,wave 3
0391-003,4309003,rural,9,2012/13,tza-nps-2012,wave 3
0391-009,4309003,rural,9,2012/13,tza-nps-2012,wave 3
0392-001,4309003,urban,9,2012/13,tza-nps-2012,wave 3
0393-001,4309003,rural,9,2012/13,tza-nps-2012,wave 3
0394-002,4309003,rural,9,2012/13,tza-nps-2012,wave 3
0395-002,4334001,rural,9,2012/13,tza-nps-2012,wave 3
0396-001,4334001,rural,9,2012/13,tza-nps-2012,wave 3
0397-001,4334001,rural,9,2012/13,tza-nps-2012,wave 3
0398-001,4334001,rural,9,2012/13,tza-nps-2012,wave 3
0399-001,4334001,rural,9,2012/13,tza-nps-2012,wave 3
0400-001,4334001,rural,9,2012/13,tza-nps-2012,wave 3
0401-001,4334001,rural,9,2012/13,tza-nps-2012,wave 3
0402-001,4334001,rural,9,2012/13,tza-nps-2012,wave 3
0403-002,4334001,rural,9,2012/13,tza-nps-2012,wave 3
0404-001,4334001,rural,9,2012/13,tza-nps-2012,wave 3
0405-001,4334001,rural,9,2012/13,tza-nps-2012,wave 3
0405-004,4334001,urban,9,2012/13,tza-nps-2012,wave 3
0406-002,4424003,rural,9,2012/13,tza-nps-2012,wave 3
0406-003,4424003,urban,9,2012/13,tza-nps-2012,wave 3
0407-001,4424003,rural,9,2012/13,tza-nps-2012,wave 3
0407-008,4424003,rural,9,2012/13,tza-nps-2012,wave 3
0407-010,4424003,rural,9,2012/13,tza-nps-2012,wave 3
0408-001,4424003,rural,9,2012/13,tza-nps-2012,wave 3
0408-002,4424003,rural,9,2012/13,tza-nps-2012,wave 3
0409-001,4424003,rural,9,2012/13,tza-nps-2012,wave 3
0410-001,4424003,rural,9,2012/13,tza-nps-2012,wave 3
0411-001,4424003,rural,9,2012/13,tza-nps-2012,wave 3
0412-001,4424003,rural,9,2012/13,tza-nps-2012,wave 3
0413-001,4424003,rural,9,2012/13,tza-nps-2012,wave 3
0413-003,4424003,rural,9,2012/13,tza-nps-2012,wave 3
0414-001,4502005,rural,10,2012/13,tza-nps-2012,wave 3
0414-005,4502005,rural,10,2012/13,tza-nps-2012,wave 3
0415-001,4502005,rural,10,2012/13,tza-nps-2012,wave 3
0416-001,4502005,rural,10,2012/13,tza-nps-2012,wave 3
0417-001,4502005,rural,10,2012/13,tza-nps-2012,wave 3
0418-001,4502005,rural,10,2012/13,tza-nps-2012,wave 3
0419-001,4502005,rural,10,2012/13,tza-nps-2012,wave 3
0420-001,4502005,rural,10,2012/13,tza-nps-2012,wave 3
0421-001,4502005,rural,10,2012/13,tza-nps-2012,wave 3
0422-001,4510004,rural,9,2012/13,tza-nps-2012,wave 3
0423-002,4510004,rural,9,2012/13,tza-nps-2012,wave 3
0423-003,4510004,rural,9,2012/13,tza-nps-2012,wave 3
0423-004,4510004,rural,9,2012/13,tza-nps-2012,wave 3
0424-001,4510004,rural,9,2012/13,tza-nps-2012,wave 3
0425-001,4510004,rural,9,2012/13,tza-nps-2012,wave 3
0426-001,4510004,rural,9,2012/13,tza-nps-2012,wave 3
0427-001,4510004,rural,9,2012/13,tza-nps-2012,wave 3
0428-001,4510004,rural,9,2012/13,tza-nps-2012,wave 3
0428-007,4510004,rural,9,2012/13,tza-nps-2012,wave 3
0429-001,4510004,rural,9,2012/13,tza-nps-2012,wave 3
0430-001,4510004,rural,9,2012/13,tza-nps-2012,wave 3
0431-001,4510004,rural,9,2012/13,tza-nps-2012,wave 3
0432-001,4603001,rural,9,2012/13,tza-nps-2012,wave 3
0433-002,4603001,rural,9,2012/13,tza-nps-2012,wave 3
0434-001,4603001,rural,9,2012/13,tza-nps-2012,wave 3
0435-002,4603001,rural,9,2012/13,tza-nps-2012,wave 3
0436-001,4603001,rural,9,2012/13,tza-nps-2012,wave 3
0437-001,4603001,rural,9,2012/13,tza-nps-2012,wave 3
0438-001,4603001,rural,9,2012/13,tza-nps-2012,wave 3
0439-001,4603001,urban,9,2012/13,tza-nps-2012,wave 3
0440-001,4603001,rural,9,2012/13,tza-nps-2012,wave 3
0441-002,4603001,rural,9,2012/13,tza-nps-2012,wave 3
0441-003,4603001,rural,9,2012/13,tza-nps-2012,wave 3
0442-001,4617003,rural,9,2012/13,tza-nps-2012,wave 3
0443-001,4617003,rural,9,2012/13,tza-nps-2012,wave 3
0444-001,4617003,rural,9,2012/13,tza-nps-2012,wave 3
0445-001,4617003,rural,9,2012/13,tza-nps-2012,wave 3
0445-003,4617003,rural,9,2012/13,tza-nps-2012,wave 3
0446-001,4617003,rural,9,2012/13,tza-nps-2012,wave 3
0446-002,4617003,rural,9,2012/13,tza-nps-2012,wave 3
0447-001,4617003,rural,9,2012/13,tza-nps-2012,wave 3
0448-001,4617003,rural,9,2012/13,tza-nps-2012,wave 3
0449-001,4619002,rural,9,2012/13,tza-nps-2012,wave 3
0450-001,4619002,rural,9,2012/13,tza-nps-2012,wave 3
0451-001,4619002,urban,9,2012/13,tza-nps-2012,wave 3
0452-001,4619002,rural,9,2012/13,tza-nps-2012,wave 3
0453-001,4619002,rural,9,2012/13,tza-nps-2012,wave 3
0453-002,4619002,rural,9,2012/13,tza-nps-2012,wave 3
0454-001,4619002,rural,9,2012/13,tza-nps-2012,wave 3
0455-001,4619002,rural,9,2012/13,tza-nps-2012,wave 3
0455-003,4619002,rural,9,2012/13,tza-nps-2012,wave 3
0456-001,4619002,rural,9,2012/13,tza-nps-2012,wave 3
0456-003,4619002,rural,9,2012/13,tza-nps-2012,wave 3
0457-001,4619002,rural,9,2012/13,tza-nps-2012,wave 3
0458-001,4711002,rural,9,2012/13,tza-nps-2012,wave 3
0459-001,4711002,rural,9,2012/13,tza-nps-2012,wave 3
0459-002,4711002,rural,9,2012/13,tza-nps-2012,wave 3
0459-003,4711002,rural,9,2012/13,tza-nps-2012,wave 3
0460-001,4711002,rural,9,2012/13,tza-nps-2012,wave 3
0461-001,4711002,rural,9,2012/13,tza-nps-2012,wave 3
0462-001,4711002,rural,9,2012/13,tza-nps-2012,wave 3
0463-001,4711002,rural,9,2012/13,tza-nps-2012,wave 3
0464-001,4711002,rural,9,2012/13,tza-nps-2012,wave 3
0465-001,4711002,rural,9,2012/13,tza-nps-2012,wave 3
0465-005,4711002,rural,9,2012/13,tza-nps-2012,wave 3
0466-001,4711002,rural,9,2012/13,tza-nps-2012,wave 3
0466-003,4711002,rural,9,2012/13,tza-nps-2012,wave 3
0467-001,4711002,rural,9,2012/13,tza-nps-2012,wave 3
0468-001,4711002,rural,9,2012/13,tza-nps-2012,wave 3
0469-001,5108005,rural,3,2012/13,tza-nps-2012,wave 3
0470-002,5108005,rural,3,2012/13,tza-nps-2012,wave 3
0471-001,5108005,rural,3,2012/13,tza-nps-2012,wave 3
0472-001,5108005,rural,3,2012/13,tza-nps-2012,wave 3
0473-001,5108005,rural,3,2012/13,tza-nps-2012,wave 3
0474-001,5108005,rural,3,2012/13,tza-nps-2012,wave 3
0474-002,5108005,rural,3,2012/13,tza-nps-2012,wave 3
0475-001,5108005,rural,3,2012/13,tza-nps-2012,wave 3
0476-001,5108005,rural,3,2012/13,tza-nps-2012,wave 3
0477-001,5134002,rural,3,2012/13,tza-nps-2012,wave 3
0478-001,5134002,rural,3,2012/13,tza-nps-2012,wave 3
0479-001,5134002,rural,3,2012/13,tza-nps-2012,wave 3
0480-001,5134002,rural,3,2012/13,tza-nps-2012,wave 3
0480-003,5134002,rural,3,2012/13,tza-nps-2012,wave 3
0480-004,5134002,rural,3,2012/13,tza-nps-2012,wave 3
0480-005,5134002,rural,3,2012/13,tza-nps-2012,wave 3
0481-001,5134002,rural,3,2012/13,tza-nps-2012,wave 3
0482-001,5134002,rural,3,2012/13,tza-nps-2012,wave 3
0482-003,5134002,rural,3,2012/13,tza-nps-2012,wave 3
0483-001,5134002,rural,3,2012/13,tza-nps-2012,wave 3
0483-005,5134002,rural,3,2012/13,tza-nps-2012,wave 3
0484-001,5134002,rural,3,2012/13,tza-nps-2012,wave 3
0484-009,5134002,rural,3,2012/13,tza-nps-2012,wave 3
0485-001,5134002,rural,3,2012/13,tza-nps-2012,wave 3
0486-001,5134002,rural,3,2012/13,tza-nps-2012,wave 3
0487-001,5218007,rural,3,2012/13,tza-nps-2012,wave 3
0488-001,5218007,rural,3,2012/13,tza-nps-2012,wave 3
0489-001,5218007,rural,3,2012/13,tza-nps-2012,wave 3
0490-002,5218007,rural,3,2012/13,tza-nps-2012,wave 3
0491-001,5218007,rural,3,2012/13,tza-nps-2012,wave 3
0492-001,5218007,rural,3,2012/13,tza-nps-2012,wave 3
0493-001,5218007,urban,3,2012/13,tza-nps-2012,wave 3
0494-001,5218007,rural,3,2012/13,tza-nps-2012,wave 3
0495-001,5218007,rural,3,2012/13,tza-nps-2012,wave 3
0496-001,5218007,rural,3,2012/13,tza-nps-2012,wave 3
0496-103,5218007,urban,3,2012/13,tza-nps-2012,wave 3
0497-001,5308321,rural,4,2012/13,tza-nps-2012,wave 3
0498-001,5308321,rural,4,2012/13,tza-nps-2012,wave 3
0499-001,5308321,rural,4,2012/13,tza-nps-2012,wave 3
0499-002,5308321,urban,4,2012/13,tza-nps-2012,wave 3
0500-001,5308321,rural,4,2012/13,tza-nps-2012,wave 3
0501-001,5308321,rural,4,2012/13,tza-nps-2012,wave 3
0502-002,5308321,rural,4,2012/13,tza-nps-2012,wave 3
0503-001,5308321,rural,4,2012/13,tza-nps-2012,wave 3
0504-001,5308321,rural,4,2012/13,tza-nps-2012,wave 3
0506-001,5308321,rural,4,2012/13,tza-nps-2012,wave 3
0507-001,5310001,rural,3,2012/13,tza-nps-2012,wave 3
0507-002,5310001,rural,3,2012/13,tza-nps-2012,wave 3
0507-003,5310001,rural,3,2012/13,tza-nps-2012,wave 3
0508-001,5310001,rural,3,2012/13,tza-nps-2012,wave 3
0509-001,5310001,rural,3,2012/13,tza-nps-2012,wave 3
0510-001,5310001,rural,3,2012/13,tza-nps-2012,wave 3
0511-001,5310001,rural,3,2012/13,tza-nps-2012,wave 3
0512-001,5310001,rural,3,2012/13,tza-nps-2012,wave 3
0512-002,5310001,rural,3,2012/13,tza-nps-2012,wave 3
0512-003,5310001,rural,3,2012/13,tza-nps-2012,wave 3
0512-004,5310001,rural,3,2012/13,tza-nps-2012,wave 3
0513-001,5310001,rural,3,2012/13,tza-nps-2012,wave 3
0514-001,5310001,rural,3,2012/13,tza-nps-2012,wave 3
0514-002,5310001,rural,3,2012/13,tza-nps-2012,wave 3
0515-001,5310001,rural,3,2012/13,tza-nps-2012,wave 3
0516-001,5405303,rural,4,2012/13,tza-nps-2012,wave 3
0517-001,5405303,rural,4,2012/13,tza-nps-2012,wave 3
0517-004,5405303,rural,4,2012/13,tza-nps-2012,wave 3
0517-007,5405303,rural,4,2012/13,tza-nps-2012,wave 3
0517-008,5405303,rural,4,2012/13,tza-nps-2012,wave 3
0517-011,5405303,rural,4,2012/13,tza-nps-2012,wave 3
0518-001,5405303,urban,4,2012/13,tza-nps-2012,wave 3
0519-001,5405303,rural,4,2012/13,tza-nps-2012,wave 3
0520-001,5405303,rural,4,2012/13,tza-nps-2012,wave 3
0521-001,5405303,rural,4,2012/13,tza-nps-2012,wave 3
0522-001,5405303,rural,4,2012/13,tza-nps-2012,wave 3
0523-001,5405303,rural,4,2012/13,tza-nps-2012,wave 3
0524-001,5405303,rural,4,2012/13,tza-nps-2012,wave 3
0525-001,5405303,rural,4,2012/13,tza-nps-2012,wave 3
0526-001,5407002,rural,3,2012/13,tza-nps-2012,wave 3
0527-001,5407002,rural,3,2012/13,tza-nps-2012,wave 3
0528-001,5407002,rural,3,2012/13,tza-nps-2012,wave 3
0528-002,5407002,rural,3,2012/13,tza-nps-2012,wave 3
0529-001,5407002,rural,3,2012/13,tza-nps-2012,wave 3
0529-104,5407002,rural,3,2012/13,tza-nps-2012,wave 3
0530-001,5407002,rural,3,2012/13,tza-nps-2012,wave 3
0531-001,5407002,rural,3,2012/13,tza-nps-2012,wave 3
0532-001,5407002,rural,3,2012/13,tza-nps-2012,wave 3
0533-001,5407002,rural,3,2012/13,tza-nps-2012,wave 3
0534-001,5502018,rural,4,2012/13,tza-nps-2012,wave 3
0535-001,5502018,rural,4,2012/13,tza-nps-2012,wave 3
0535-002,5502018,rural,4,2012/13,tza-nps-2012,wave 3
0536-001,5502018,rural,4,2012/13,tza-nps-2012,wave 3
0537-001,5502018,rural,4,2012/13,tza-nps-2012,wave 3
0538-001,5502018,rural,4,2012/13,tza-nps-2012,wave 3
0539-001,5502018,rural,4,2012/13,tza-nps-2012,wave 3
0539-005,5502018,rural,4,2012/13,tza-nps-2012,wave 3
0540-001,5502018,rural,4,2012/13,tza-nps-2012,wave 3
0541-001,5502018,rural,4,2012/13,tza-nps-2012,wave 3
0542-001,5502018,rural,4,2012/13,tza-nps-2012,wave 3
0542-003,5502018,rural,4,2012/13,tza-nps-2012,wave 3
0542-004,5502018,rural,4,2012/13,tza-nps-2012,wave 3
0542-005,5502018,rural,4,2012/13,tza-nps-2012,wave 3
0543-001,5509001,rural,3,2012/13,tza-nps-2012,wave 3
0544-001,5509001,rural,3,2012/13,tza-nps-2012,wave 3
0545-001,5509001,rural,3,2012/13,tza-nps-2012,wave 3
0546-001,5509001,rural,3,2012/13,tza-nps-2012,wave 3
0547-001,5509001,rural,3,2012/13,tza-nps-2012,wave 3
0548-001,5509001,rural,3,2012/13,tza-nps-2012,wave 3
0549-001,5509001,rural,3,2012/13,tza-nps-2012,wave 3
0551-001,5509001,rural,3,2012/13,tza-nps-2012,wave 3
0552-001,5509333,rural,4,2012/13,tza-nps-2012,wave 3
0552-002,5509333,rural,4,2012/13,tza-nps-2012,wave 3
0553-001,5509333,rural,4,2012/13,tza-nps-2012,wave 3
0554-001,5509333,rural,4,2012/13,tza-nps-2012,wave 3
0555-001,5509333,rural,4,2012/13,tza-nps-2012,wave 3
0556-001,5509333,rural,4,2012/13,tza-nps-2012,wave 3
0557-001,5509333,rural,4,2012/13,tza-nps-2012,wave 3
0557-003,5509333,rural,4,2012/13,tza-nps-2012,wave 3
0557-004,5509333,rural,4,2012/13,tza-nps-2012,wave 3
0557-009,5509333,rural,4,2012/13,tza-nps-2012,wave 3
0558-001,5509333,rural,4,2012/13,tza-nps-2012,wave 3
0559-001,5519314,rural,4,2012/13,tza-nps-2012,wave 3
0559-004,5519314,rural,4,2012/13,tza-nps-2012,wave 3
0560-001,5519314,rural,4,2012/13,tza-nps-2012,wave 3
0560-006,5519314,rural,4,2012/13,tza-nps-2012,wave 3
0561-001,5519314,rural,4,2012/13,tza-nps-2012,wave 3
0562-001,5519314,rural,4,2012/13,tza-nps-2012,wave 3
0563-001,5519314,rural,4,2012/13,tza-nps-2012,wave 3
0565-001,5519314,rural,4,2012/13,tza-nps-2012,wave 3
0565-005,5519314,rural,4,2012/13,tza-nps-2012,wave 3
0566-001,5519314,rural,4,2012/13,tza-nps-2012,wave 3
0567-001,5519314,rural,4,2012/13,tza-nps-2012,wave 3
0567-004,5519314,rural,4,2012/13,tza-nps-2012,wave 3
0568-001,5608006,rural,3,2012/13,tza-nps-2012,wave 3
0569-001,5608006,rural,3,2012/13,tza-nps-2012,wave 3
0569-002,5608006,rural,3,2012/13,tza-nps-2012,wave 3
0570-001,5608006,rural,3,2012/13,tza-nps-2012,wave 3
0570-003,5608006,rural,3,2012/13,tza-nps-2012,wave 3
0570-004,5608006,rural,3,2012/13,tza-nps-2012,wave 3
0571-001,5608006,rural,3,2012/13,tza-nps-2012,wave 3
0571-002,5608006,rural,3,2012/13,tza-nps-2012,wave 3
0572-002,5608006,rural,3,2012/13,tza-nps-2012,wave 3
0573-001,5608006,rural,3,2012/13,tza-nps-2012,wave 3
0573-003,5608006,rural,3,2012/13,tza-nps-2012,wave 3
0574-001,5608006,rural,3,2012/13,tza-nps-2012,wave 3
0575-001,5608006,rural,3,2012/13,tza-nps-2012,wave 3
0576-001,5609003,rural,3,2012/13,tza-nps-2012,wave 3
0577-001,5609003,rural,3,2012/13,tza-nps-2012,wave 3
0577-007,5609003,rural,3,2012/13,tza-nps-2012,wave 3
0578-001,5609003,rural,3,2012/13,tza-nps-2012,wave 3
0579-001,5609003,rural,3,2012/13,tza-nps-2012,wave 3
0580-001,5609003,rural,3,2012/13,tza-nps-2012,wave 3
0580-002,5609003,rural,3,2012/13,tza-nps-2012,wave 3
0580-003,5609003,rural,3,2012/13,tza-nps-2012,wave 3
0581-001,5609003,rural,3,2012/13,tza-nps-2012,wave 3
0582-001,5609003,rural,3,2012/13,tza-nps-2012,wave 3
0582-003,5609003,rural,3,2012/13,tza-nps-2012,wave 3
0583-001,5609003,rural,3,2012/13,tza-nps-2012,wave 3
0584-001,5611001,rural,3,2012/13,tza-nps-2012,wave 3
0584-006,5611001,rural,3,2012/13,tza-nps-2012,wave 3
0585-001,5611001,rural,3,2012/13,tza-nps-2012,wave 3
0586-001,5611001,rural,3,2012/13,tza-nps-2012,wave 3
0587-001,5611001,rural,3,2012/13,tza-nps-2012,wave 3
0588-001,5611001,rural,3,2012/13,tza-nps-2012,wave 3
0589-001,5611001,rural,3,2012/13,tza-nps-2012,wave 3
0590-001,5611001,rural,3,2012/13,tza-nps-2012,wave 3
0591-002,5611001,rural,3,2012/13,tza-nps-2012,wave 3
0592-001,5611001,rural,3,2012/13,tza-nps-2012,wave 3
0593-001,6106018,rural,4,2012/13,tza-nps-2012,wave 3
0594-001,6106018,rural,4,2012/13,tza-nps-2012,wave 3
0594-010,6106018,rural,4,2012/13,tza-nps-2012,wave 3
0594-109,6106018,urban,4,2012/13,tza-nps-2012,wave 3
0595-001,6106018,rural,4,2012/13,tza-nps-2012,wave 3
0595-004,6106018,rural,4,2012/13,tza-nps-2012,wave 3
0596-001,6106018,rural,4,2012/13,tza-nps-2012,wave 3
0597-001,6106018,rural,4,2012/13,tza-nps-2012,wave 3
0598-001,6106018,urban,4,2012/13,tza-nps-2012,wave 3
0599-001,6106018,rural,4,2012/13,tza-nps-2012,wave 3
0600-001,6106018,rural,4,2012/13,tza-nps-2012,wave 3
0601-001,6106018,rural,4,2012/13,tza-nps-2012,wave 3
0601-002,6106018,rural,4,2012/13,tza-nps-2012,wave 3
0601-106,6106018,rural,4,2012/13,tza-nps-2012,wave 3
0602-001,6106018,rural,4,2012/13,tza-nps-2012,wave 3
0603-001,6106018,rural,4,2012/13,tza-nps-2012,wave 3
0604-001,6106018,rural,4,2012/13,tza-nps-2012,wave 3
0604-002,6106018,rural,4,2012/13,tza-nps-2012,wave 3
0604-004,6106018,rural,4,2012/13,tza-nps-2012,wave 3
0604-005,6106018,rural,4,2012/13,tza-nps-2012,wave 3
0604-006,6106018,rural,4,2012/13,tza-nps-2012,wave 3
0604-008,6106018,rural,4,2012/13,tza-nps-2012,wave 3
0604-009,6106018,rural,4,2012/13,tza-nps-2012,wave 3
0604-010,6106018,rural,4,2012/13,tza-nps-2012,wave 3
0605-001,6112001,rural,3,2012/13,tza-nps-2012,wave 3
0606-001,6112001,rural,3,2012/13,tza-nps-2012,wave 3
0607-001,6112001,rural,3,2012/13,tza-nps-2012,wave 3
0608-001,6112001,rural,3,2012/13,tza-nps-2012,wave 3
0609-001,6112001,rural,3,2012/13,tza-nps-2012,wave 3
0610-001,6112001,rural,3,2012/13,tza-nps-2012,wave 3
0610-002,6112001,rural,3,2012/13,tza-nps-2012,wave 3
0610-003,6112001,rural,3,2012/13,tza-nps-2012,wave 3
0611-002,6112001,rural,3,2012/13,tza-nps-2012,wave 3
0611-003,6112001,rural,3,2012/13,tza-nps-2012,wave 3
0612-001,6112001,rural,3,2012/13,tza-nps-2012,wave 3
0612-009,6112001,rural,3,2012/13,tza-nps-2012,wave 3
0613-001,6112001,rural,3,2012/13,tza-nps-2012,wave 3
0614-001,6112001,rural,3,2012/13,tza-nps-2012,wave 3
0615-001,6112001,rural,3,2012/13,tza-nps-2012,wave 3
0615-002,6112001,rural,3,2012/13,tza-nps-2012,wave 3
0616-001,6112001,rural,3,2012/13,tza-nps-2012,wave 3
0617-001,6112001,rural,3,2012/13,tza-nps-2012,wave 3
0618-001,6112001,rural,3,2012/13,tza-nps-2012,wave 3
0619-001,6205001,rural,3,2012/13,tza-nps-2012,wave 3
0620-001,6205001,rural,3,2012/13,tza-nps-2012,wave 3
0621-002,6205001,rural,3,2012/13,tza-nps-2012,wave 3
0623-001,6205001,rural,3,2012/13,tza-nps-2012,wave 3
0624-001,6205001,rural,3,2012/13,tza-nps-2012,wave 3
0625-001,6205001,rural,3,2012/13,tza-nps-2012,wave 3
0626-001,6205001,rural,3,2012/13,tza-nps-2012,wave 3
0627-001,6205001,rural,3,2012/13,tza-nps-2012,wave 3
0628-001,6205001,rural,3,2012/13,tza-nps-2012,wave 3
0629-001,6313001,rural,3,2012/13,tza-nps-2012,wave 3
0630-001,6313001,rural,3,2012/13,tza-nps-2012,wave 3
0630-002,6313001,rural,3,2012/13,tza-nps-2012,wave 3
0631-001,6313001,rural,3,2012/13,tza-nps-2012,wave 3
0632-001,6313001,rural,3,2012/13,tza-nps-2012,wave 3
0633-001,6313001,rural,3,2012/13,tza-nps-2012,wave 3
0634-001,6313001,rural,3,2012/13,tza-nps-2012,wave 3
0637-001,6313001,rural,3,2012/13,tza-nps-2012,wave 3
0638-001,6410006,rural,3,2012/13,tza-nps-2012,wave 3
0639-001,6410006,rural,3,2012/13,tza-nps-2012,wave 3
0641-001,6410006,urban,3,2012/13,tza-nps-2012,wave 3
0641-003,6410006,rural,3,2012/13,tza-nps-2012,wave 3
0642-001,6410006,rural,3,2012/13,tza-nps-2012,wave 3
0642-002,6410006,rural,3,2012/13,tza-nps-2012,wave 3
0642-106,6410006,rural,3,2012/13,tza-nps-2012,wave 3
0643-001,6410006,rural,3,2012/13,tza-nps-2012,wave 3
0643-003,6410006,urban,3,2012/13,tza-nps-2012,wave 3
0644-001,6410006,urban,3,2012/13,tza-nps-2012,wave 3
0645-001,6410006,urban,3,2012/13,tza-nps-2012,wave 3
0646-001,6410006,rural,3,2012/13,tza-nps-2012,wave 3
0647-001,6410006,rural,3,2012/13,tza-nps-2012,wave 3
0648-001,6410006,urban,3,2012/13,tza-nps-2012,wave 3
0649-001,6410006,rural,3,2012/13,tza-nps-2012,wave 3
0650-001,6410006,rural,3,2012/13,tza-nps-2012,wave 3
0651-001,6410006,rural,3,2012/13,tza-nps-2012,wave 3
0652-001,6512004,rural,3,2012/13,tza-nps-2012,wave 3
0653-001,6512004,rural,3,2012/13,tza-nps-2012,wave 3
0654-001,6512004,rural,3,2012/13,tza-nps-2012,wave 3
0655-001,6512004,rural,3,2012/13,tza-nps-2012,wave 3
0656-001,6512004,rural,3,2012/13,tza-nps-2012,wave 3
0657-002,6512004,rural,3,2012/13,tza-nps-2012,wave 3
0658-001,6512004,rural,3,2012/13,tza-nps-2012,wave 3
0658-005,6512004,urban,3,2012/13,tza-nps-2012,wave 3
0659-001,6512004,rural,3,2012/13,tza-nps-2012,wave 3
0660-001,6512004,rural,3,2012/13,tza-nps-2012,wave 3
0660-007,6512004,urban,3,2012/13,tza-nps-2012,wave 3
0661-001,6512302,rural,4,2012/13,tza-nps-2012,wave 3
0661-003,6512302,urban,4,2012/13,tza-nps-2012,wave 3
0662-001,6512302,rural,4,2012/13,tza-nps-2012,wave 3
0662-102,6512302,rural,4,2012/13,tza-nps-2012,wave 3
0663-001,6512302,rural,4,2012/13,tza-nps-2012,wave 3
0664-001,6512302,rural,4,2012/13,tza-nps-2012,wave 3
0665-001,6512302,rural,4,2012/13,tza-nps-2012,wave 3
0666-001,6512302,rural,4,2012/13,tza-nps-2012,wave 3
0667-001,6512302,rural,4,2012/13,tza-nps-2012,wave 3
0667-007,6512302,rural,4,2012/13,tza-nps-2012,wave 3
0668-001,6512302,rural,4,2012/13,tza-nps-2012,wave 3
0669-001,6607003,rural,3,2012/13,tza-nps-2012,wave 3
