hhid,hc_seq_5m,res03_crav6190l_silr_cer
17040230010152,4862545,5
17050060110067,4845262,3
17050060110103,4845262,3
17050060110302,4845262,3
17050060110348,4845262,3
17050060110399,4845262,3
17050060110473,4845262,3
17050060110497,4845262,3
17050060110498,4845262,3
17060040030028,4853930,4
17060040030039,4853930,4
17060040030093,4853930,4
17060040030117,4853930,4
17060040030191,4853930,4
17060040030253,4853930,4
17060040030321,4853930,4
17060040030345,4853930,4
17060150020037,4832329,4
17060150020044,4832329,4
17060150020060,4832329,4
17060150020071,4832329,4
17060150020084,4832329,4
17060150020376,4832329,4
17060150020485,4832329,4
17060150020662,4832329,4
17070120010016,4853920,4
17070120010050,4853920,4
17070120010084,4853920,4
17070120010088,4853920,4
17070120010148,4853920,4
17070120010161,4853920,4
17070120010176,4853920,4
17070120010206,4853920,4
17070130010018,4849601,5
17070130010035,4849601,5
17070130010106,4849601,5
17070130010144,4849601,5
17070130010218,4849601,5
17070130010250,4849601,5
17070130010346,4849601,5
17070130010449,4849601,5
17080083050033,4853925,5
17080083050052,4853925,5
17080083050055,4853925,5
17080083050082,4853925,5
17080083050134,4853925,5
17080083050137,4853925,5
17080083050142,4853925,5
17080083050148,4853925,5
17080100020088,4858247,2
17080100020148,4858247,2
17080100020176,4858247,2
17080100020217,4858247,2
17080100020283,4858247,2
17080100020297,4858247,2
17080100020317,4858247,2
17080100020336,4858247,2
17080170010074,4866884,2
17080170010089,4866884,2
17080170010114,4866884,2
17080170010116,4866884,2
17080170010191,4866884,2
17080170010205,4866884,2
17080170010211,4866884,2
17080170010357,4866884,2
18010090010068,4741573,5
18010090010092,4741573,5
18010090010175,4741573,5
18010090010188,4741573,5
18010090010241,4741573,5
18010090010300,4741573,5
18010090010322,4741573,5
18010090010411,4741573,5
18010180030227,4758851,5
18010180030427,4758851,5
18010180030607,4758851,5
18010180031044,4758851,5
18010180031103,4758851,5
18010180031263,4758851,5
18010180031617,4758851,5
18010180031697,4758851,5
18010270010148,4719968,5
18010270010263,4719968,5
18010270010297,4719968,5
18010270010336,4719968,5
18010270010511,4719968,5
18010270010558,4719968,5
18010270010656,4719968,5
18010270010755,4719968,5
18020030030056,4728617,6
18020030030193,4728617,6
18020030030261,4728617,6
18020030030269,4728617,6
18020030030272,4728617,6
18020030030460,4728617,6
18020030030532,4728617,6
18020030030556,4728617,6
18020140050036,4728620,5
18020140050068,4728620,5
18020140050092,4728620,5
18020140050175,4728620,5
18020140050181,4728620,5
18020140050188,4728620,5
18020140050192,4728620,5
18020140050225,4728620,5
18020310020020,4737259,5
18020310020099,4737259,5
18020310020139,4737259,5
18020310020174,4737259,5
18020310020255,4737259,5
18020310020316,4737259,5
18020310020324,4737259,5
18020310020394,4737259,5
18030050020068,4750221,9
18030050020092,4750221,9
18030050020188,4750221,9
18030050020192,4750221,9
18030050020300,4750221,9
18030050020322,4750221,9
18030050020411,4750221,9
18030050020492,4750221,9
18030130060013,4771817,5
18030130060274,4771817,5
18030130060297,4771817,5
18030130060382,4771817,5
18030130060470,4771817,5
18030130060502,4771817,5
18030130060543,4771817,5
18030130060585,4771817,5
18030310020016,4750219,4
18030310020076,4750219,4
18030310020145,4750219,4
18030310020179,4750219,4
18030310020328,4750219,4
18030310020767,4750219,4
18030310020915,4750219,4
18030310021015,4750219,4
18040140070178,4827982,5
18040140070219,4827982,5
18040140070285,4827982,5
18040140070314,4827982,5
18040140070389,4827982,5
18040140070397,4827982,5
18040140070607,4827982,5
18040140070692,4827982,5
18050050050068,4815009,5
18050050050092,4815009,5
18050050050175,4815009,5
18050050050188,4815009,5
18050050050300,4815009,5
18050050050322,4815009,5
18050050050411,4815009,5
18050050050557,4815009,5
18050070040011,4810685,5
18050070040166,4810685,5
18050070040294,4810685,5
18050070040403,4810685,5
18050070040566,4810685,5
18050070040611,4810685,5
18050070040647,4810685,5
18050070040780,4810685,5
18050140030044,4793407,5
18050140030115,4793407,5
18050140030175,4793407,5
18050140030193,4793407,5
18050140030396,4793407,5
18050140030419,4793407,5
18050140030483,4793407,5
18050140030628,4793407,5
18060080110042,4737261,6
18060080110044,4737261,6
18060080110068,4737261,6
18060080110089,4737261,6
18060080110103,4737261,6
18060080110112,4737261,6
18060080110115,4737261,6
18060080110124,4737261,6
18060110010002,4737261,6
18060110010009,4737261,6
18060110010040,4737261,6
18060110010077,4737261,6
18060110010086,4737261,6
18060110010103,4737261,6
18060110010106,4737261,6
18060110010143,4737261,6
19010110050059,4771834,9
19010110050152,4771834,9
19010110050209,4771834,9
19010110050327,4771834,9
19010110050358,4771834,9
19010110050497,4771834,9
19010110050515,4771834,9
19010110050828,4771834,9
19020013060001,4797756,4
19020013060015,4797756,4
19020013060045,4797756,4
19020013060061,4797756,4
19020013060083,4797756,4
19020013060115,4797756,4
19020013060128,4797756,4
19020013060191,4797756,4
19020080010024,4802079,4
19020080010066,4802079,4
19020080010213,4802079,4
19020080010216,4802079,4
19020080010243,4802079,4
19020080010257,4802079,4
19020080010279,4802079,4
19020080010293,4802079,4
19020250030059,4806403,5
19020250030077,4806403,5
19020250030312,4806403,5
19020250030469,4806403,5
19020250030586,4806403,5
19020250030656,4806403,5
19020250030705,4806403,5
19020250030746,4806403,5
19020260050148,4806405,5
19020260050176,4806405,5
19020260050217,4806405,5
19020260050263,4806405,5
19020260050283,4806405,5
19020260050297,4806405,5
19020260050317,4806405,5
19020260050321,4806405,5
19020270120008,4797761,6
19020270120012,4797761,6
19020270120024,4797761,6
19020270120052,4797761,6
19020270120066,4797761,6
19020270120071,4797761,6
19020270120077,4797761,6
19020270120096,4797761,6
19030020760088,4797755,4
19030020760148,4797755,4
19030020760176,4797755,4
19030020760217,4797755,4
19030020760283,4797755,4
19030020760297,4797755,4
19030020760317,4797755,4
19030020760336,4797755,4
19030070580006,5022470,5
19030070580009,5022470,5
19030070580055,5022470,5
19030070580080,5022470,5
19030070580100,5022470,5
19030070580106,5022470,5
19030070580109,5022470,5
19030070580147,5022470,5
19040200040001,4836635,5
19040200040016,4836635,5
19040200040035,4836635,5
19040200040094,4836635,5
19040200040129,4836635,5
19040200040173,4836635,5
19040200040207,4836635,5
19040200040340,4836635,5
19050170010116,4789106,3
19050170010250,4789106,3
19050170010356,4789106,3
19050170010359,4789106,3
19050170010375,4789106,3
19050170010415,4789106,3
19050170010419,4789106,3
19050170010437,4789106,3
19060040030038,4802063,5
19060040030098,4802063,5
19060040030330,4802063,5
19060040030357,4802063,5
19060040030446,4802063,5
19060040030493,4802063,5
19060040030671,4802063,5
19060040030835,4802063,5
19060210040413,4815026,4
19060210041205,4815026,4
19060210041292,4815026,4
19060210041376,4815026,4
19060210041552,4815026,4
19060210041815,4815026,4
19060210042210,4815026,4
19060210042311,4815026,4
19060280050148,4832303,5
19060280050217,4832303,5
19060280050263,4832303,5
19060280050283,4832303,5
19060280050297,4832303,5
19060280050321,4832303,5
19060280050336,4832303,5
19060280050401,4832303,5
19070070050013,4810715,5
19070070050016,4810715,5
19070070050047,4810715,5
19070070050085,4810715,5
19070070050234,4810715,5
19070070050292,4810715,5
19070070050613,4810715,5
19070070050735,4810715,5
19080043210036,4793434,9
19080043210059,4793434,9
19080043210072,4793434,9
19080043210092,4793434,9
19080043210125,4793434,9
19080043210166,4793434,9
19080043210175,4793434,9
19080043210188,4793434,9
19080060030106,4789115,9
19080060030197,4789115,9
19080060032010,4789115,9
19080060032086,4789115,9
19080060032393,4789115,9
19080060032469,4789115,9
19080060032565,4789115,9
19080060032573,4789115,9
20010170050001,4737291,4
20010170050077,4737291,4
20010170050116,4737291,4
20010170050196,4737291,4
20010170050381,4737291,4
20010170050404,4737291,4
20010170050431,4737291,4
20010170050446,4737291,4
20020010030027,4754571,5
20020010030078,4754571,5
20020010030087,4754571,5
20020010030155,4754571,5
20020010030245,4754571,5
20020010030390,4754571,5
20020010030420,4754571,5
20020010030531,4754571,5
20030030020097,4750248,4
20030030020098,4750248,4
20030030020225,4750248,4
20030030020242,4750248,4
20030030020350,4750248,4
20030030020387,4750248,4
20030030020400,4750248,4
20030030020634,4750248,4
20030240040059,4763201,5
20030240040098,4763201,5
20030240040126,4763201,5
20030240040171,4763201,5
20030240040213,4763201,5
20030240040341,4763201,5
20030240040363,4763201,5
20030240040428,4763201,5
20040093890013,4771846,4
20040093890020,4771846,4
20040093890028,4771846,4
20040093890036,4771846,4
20040093890038,4771846,4
20040093890045,4771846,4
20040093890053,4771846,4
20040093890058,4771846,4
20040200010022,4767526,4
20040200010244,4767526,4
20040200010260,4767526,4
20040200010278,4767526,4
20040200010380,4767526,4
20040200010403,4767526,4
20040200010427,4767526,4
20040200010517,4767526,4
20050110030006,4745925,5
20050110030050,4745925,5
20050110030054,4745925,5
20050110030055,4745925,5
20050110030090,4745925,5
20050110030091,4745925,5
20050110030092,4745925,5
20050110030116,4745925,5
21010100030044,4884188,2
21010100030112,4884188,2
21010100030115,4884188,2
21010100030124,4884188,2
21010100030193,4884188,2
21010100030317,4884188,2
21010100030419,4884188,2
21010100030483,4884188,2
21010140020069,4884183,3
21010140020109,4884183,3
21010140020127,4884183,3
21010140020332,4884183,3
21010140020340,4884183,3
21010140020347,4884183,3
21010140020454,4884183,3
21010140020559,4884183,3
21020090010211,4897143,9
21020090010518,4897143,9
21020090010522,4897143,9
21020090010688,4897143,9
21020090010689,4897143,9
21020090010801,4897143,9
21020090010838,4897143,9
21020090010858,4897143,9
21030090030151,4875542,2
21030090030197,4875542,2
21030090030330,4875542,2
21030090030335,4875542,2
21030090030393,4875542,2
21030090030544,4875542,2
21030090030694,4875542,2
21030090030776,4875542,2
21040020040114,4892843,5
21040020040347,4892843,5
21040020040396,4892843,5
21040020040460,4892843,5
21040020040599,4892843,5
21040020040648,4892843,5
21040020040693,4892843,5
21040020040854,4892843,5
21040070030058,4849643,5
21040070030078,4849643,5
21040070030187,4849643,5
21040070030236,4849643,5
21040070030387,4849643,5
21040070030391,4849643,5
21040070030550,4849643,5
21040070030606,4849643,5
21040080010044,4849644,5
21040080010115,4849644,5
21040080010193,4849644,5
21040080010317,4849644,5
21040080010483,4849644,5
21040080010628,4849644,5
21040080010685,4849644,5
21040080011292,4849644,5
21040083300068,4849643,5
21040083300092,4849643,5
21040083300135,4849643,5
21040083300175,4849643,5
21040083300178,4849643,5
21040083300188,4849643,5
21040083300192,4849643,5
21040083300330,4849643,5
21040083630002,4849643,5
21040083630009,4849643,5
21040083630014,4849643,5
21040083630015,4849643,5
21040083630016,4849643,5
21040083630017,4849643,5
21040083630020,4849643,5
21040083630035,4849643,5
21050140020044,4953315,4
21050140020058,4953315,4
21050140020066,4953315,4
21050140020072,4953315,4
21050140020081,4953315,4
21050140020082,4953315,4
21050140020087,4953315,4
21050140020096,4953315,4
51010010320006,4970631,4
51010010320050,4970631,4
51010010320054,4970631,4
51010010320055,4970631,4
51010010320090,4970631,4
51010010320091,4970631,4
51010010320092,4970631,4
51010010320116,4970631,4
51010060160016,4970630,
51010060160035,4970630,
51010060160045,4970630,
51010060160050,4970630,
51010060160075,4970630,
51010060160084,4970630,
51010060160088,4970630,
51010060160110,4970630,
51010070520006,4970631,4
51010070520047,4970631,4
51010070520050,4970631,4
51010070520054,4970631,4
51010070520065,4970631,4
51010070520067,4970631,4
51010070520086,4970631,4
51010070520091,4970631,4
51010130410034,4966311,3
51010130410036,4966311,3
51010130410044,4966311,3
51010130410048,4966311,3
51010130410049,4966311,3
51010130410059,4966311,3
51010130410092,4966311,3
51010130410114,4966311,3
51020010120004,4974950,4
51020010120006,4974950,4
51020010120011,4974950,4
51020010120050,4974950,4
51020010120086,4974950,4
51020010120089,4974950,4
51020010120091,4974950,4
51020010120184,4974950,4
51020020510007,4974950,4
51020020510033,4974950,4
51020020510055,4974950,4
51020020510058,4974950,4
51020020510067,4974950,4
51020020510085,4974950,4
51020020510121,4974950,4
51020020510123,4974950,4
51020110110036,4974951,5
51020110110044,4974951,5
51020110110048,4974951,5
51020110110049,4974951,5
51020110110068,4974951,5
51020110110072,4974951,5
51020110110092,4974951,5
51020110110125,4974951,5
51020160120034,4970631,4
51020160120036,4970631,4
51020160120044,4970631,4
51020160120048,4970631,4
51020160120059,4970631,4
51020160120062,4970631,4
51020160120068,4970631,4
51020160120092,4970631,4
51020220120034,4974951,5
51020220120036,4974951,5
51020220120044,4974951,5
51020220120048,4974951,5
51020220120059,4974951,5
51020220120068,4974951,5
51020220120072,4974951,5
51020220120114,4974951,5
52010040130002,4983591,4
52010040130009,4983591,4
52010040130015,4983591,4
52010040130016,4983591,4
52010040130029,4983591,4
52010040130035,4983591,4
52010040130045,4983591,4
52010040130063,4983591,4
52010210130036,4987913,
52010210130044,4987913,
52010210130048,4987913,
52010210130049,4987913,
52010210130072,4987913,
52010210130092,4987913,
52010210130114,4987913,
52010210130125,4987913,
52020020050006,4996554,2
52020020050050,4996554,2
52020020050055,4996554,2
52020020050086,4996554,2
52020020050091,4996554,2
52020020050092,4996554,2
52020020050116,4996554,2
52020020050133,4996554,2
52020090120028,5000873,2
52020090120042,5000873,2
52020090120044,5000873,2
52020090120059,5000873,2
52020090120089,5000873,2
52020090120103,5000873,2
52020090120112,5000873,2
52020090120124,5000873,2
53010023040009,4983590,4
53010023040016,4983590,4
53010023040023,4983590,4
53010023040029,4983590,4
53010023040045,4983590,4
53010023040050,4983590,4
53010023040063,4983590,4
53010023040075,4983590,4
53010070210034,4979271,5
53010070210036,4979271,5
53010070210044,4979271,5
53010070210048,4979271,5
53010070210059,4979271,5
53010070210068,4979271,5
53010070210072,4979271,5
53010070210114,4979271,5
53010080720036,4987911,4
53010080720049,4987911,4
53010080720059,4987911,4
53010080720068,4987911,4
53010080720092,4987911,4
53010080720114,4987911,4
53010080720125,4987911,4
53010080720175,4987911,4
53010130120009,4979271,5
53010130120016,4979271,5
53010130120035,4979271,5
53010130120045,4979271,5
53010130120063,4979271,5
53010130120075,4979271,5
53010130120084,4979271,5
53010130120094,4979271,5
53010163130009,4987910,4
53010163130016,4987910,4
53010163130023,4987910,4
53010163130029,4987910,4
53010163130045,4987910,4
53010163130050,4987910,4
53010163130063,4987910,4
53010163130075,4987910,4
53010163180002,4987910,4
53010163180009,4987910,4
53010163180015,4987910,4
53010163180016,4987910,4
53010163180017,4987910,4
53010163180020,4987910,4
53010163180023,4987910,4
53010163180035,4987910,4
53010163260006,4987910,4
53010163260050,4987910,4
53010163260055,4987910,4
53010163260065,4987910,4
53010163260067,4987910,4
53010163260086,4987910,4
53010163260091,4987910,4
53010163260092,4987910,4
53010190110009,4992231,
53010190110016,4992231,
53010190110035,4992231,
53010190110045,4992231,
53010190110063,4992231,
53010190110074,4992231,
53010190110075,4992231,
53010190110088,4992231,
53010220350015,4987910,4
53010220350016,4987910,4
53010220350023,4987910,4
53010220350029,4987910,4
53010220350035,4987910,4
53010220350045,4987910,4
53010220350050,4987910,4
53010220350063,4987910,4
53010220450002,4987910,4
53010220450009,4987910,4
53010220450015,4987910,4
53010220450016,4987910,4
53010220450029,4987910,4
53010220450035,4987910,4
53010220450045,4987910,4
53010220450063,4987910,4
53010243070016,4987910,4
53010243070035,4987910,4
53010243070045,4987910,4
53010243070050,4987910,4
53010243070075,4987910,4
53010243070084,4987910,4
53010243070088,4987910,4
53010243070110,4987910,4
53010253060055,4983590,4
53010253060086,4983590,4
53010253060090,4983590,4
53010253060114,4983590,4
53010253060116,4983590,4
53010253060155,4983590,4
53010253060158,4983590,4
53010253060193,4983590,4
53010263120009,4983590,4
53010263120015,4983590,4
53010263120016,4983590,4
53010263120023,4983590,4
53010263120029,4983590,4
53010263120035,4983590,4
53010263120045,4983590,4
53010263120063,4983590,4
53010283250010,4987910,4
53010283250014,4987910,4
53010283250026,4987910,4
53010283250034,4987910,4
53010283250036,4987910,4
53010283250038,4987910,4
53010283250044,4987910,4
53010283250049,4987910,4
53020020040006,4983590,4
53020020040008,4983590,4
53020020040013,4983590,4
53020020040025,4983590,4
53020020040032,4983590,4
53020020040039,4983590,4
53020020040042,4983590,4
53020020040047,4983590,4
53020060010014,4983590,4
53020060010018,4983590,4
53020060010025,4983590,4
53020060010026,4983590,4
53020060010034,4983590,4
53020060010035,4983590,4
53020060010036,4983590,4
53020060010044,4983590,4
53020080020002,4983590,4
53020080020009,4983590,4
53020080020015,4983590,4
53020080020016,4983590,4
53020080020029,4983590,4
53020080020035,4983590,4
53020080020045,4983590,4
53020080020050,4983590,4
53020100050054,4983590,4
53020100050055,4983590,4
53020100050065,4983590,4
53020100050067,4983590,4
53020100050086,4983590,4
53020100050090,4983590,4
53020100050091,4983590,4
53020100050092,4983590,4
53020110030028,4983590,4
53020110030034,4983590,4
53020110030035,4983590,4
53020110030040,4983590,4
53020110030042,4983590,4
53020110030044,4983590,4
53020110030054,4983590,4
53020110030062,4983590,4
53020110120023,4983590,4
53020110120035,4983590,4
53020110120045,4983590,4
53020110120050,4983590,4
53020110120074,4983590,4
53020110120075,4983590,4
53020110120084,4983590,4
53020120120034,4983590,4
53020120120036,4983590,4
53020120120044,4983590,4
53020120120048,4983590,4
53020120120049,4983590,4
53020120120062,4983590,4
53020120120065,4983590,4
53020120120072,4983590,4
53020150090006,4983590,4
53020150090013,4983590,4
53020150090042,4983590,4
53020150090047,4983590,4
53020150090055,4983590,4
53020150090065,4983590,4
53020150090067,4983590,4
53020150090068,4983590,4
53020190080034,4987910,4
53020190080036,4987910,4
53020190080044,4987910,4
53020190080048,4987910,4
53020190080059,4987910,4
53020190080062,4987910,4
53020190080065,4987910,4
53020190080072,4987910,4
53020200240009,4987910,4
53020200240016,4987910,4
53020200240023,4987910,4
53020200240045,4987910,4
53020200240050,4987910,4
53020200240063,4987910,4
53020200240074,4987910,4
53020200240084,4987910,4
53020310010047,4983590,4
53020310010050,4983590,4
53020310010054,4983590,4
53020310010065,4983590,4
53020310010067,4983590,4
53020310010086,4983590,4
53020310010090,4983590,4
53020310010091,4983590,4
53020330040006,4987910,4
53020330040050,4987910,4
53020330040054,4987910,4
53020330040055,4987910,4
53020330040086,4987910,4
53020330040090,4987910,4
53020330040091,4987910,4
53020330040114,4987910,4
54010010020009,4927436,4
54010010020016,4927436,4
54010010020023,4927436,4
54010010020035,4927436,4
54010010020050,4927436,4
54010010020063,4927436,4
54010010020074,4927436,4
54010010020084,4927436,4
54010030510010,4931755,
54010030510014,4931755,
54010030510026,4931755,
54010030510034,4931755,
54010030510036,4931755,
54010030510038,4931755,
54010030510044,4931755,
54010030510049,4931755,
54010070440028,4936077,4
54010070440040,4936077,4
54010070440042,4936077,4
54010070440044,4936077,4
54010070440058,4936077,4
54010070440068,4936077,4
54010070440078,4936077,4
54010070440089,4936077,4
54010110320028,4931757,5
54010110320034,4931757,5
54010110320035,4931757,5
54010110320040,4931757,5
54010110320044,4931757,5
54010110320054,4931757,5
54010110320058,4931757,5
54010110320059,4931757,5
54010160140006,4927436,4
54010160140008,4927436,4
54010160140011,4927436,4
54010160140013,4927436,4
54010160140042,4927436,4
54010160140047,4927436,4
54010160140050,4927436,4
54010160140055,4927436,4
54010170080036,4927436,4
54010170080044,4927436,4
54010170080048,4927436,4
54010170080049,4927436,4
54010170080059,4927436,4
54010170080062,4927436,4
54010170080068,4927436,4
54010170080072,4927436,4
54020030220016,4923117,
54020030220035,4923117,
54020030220045,4923117,
54020030220063,4923117,
54020030220075,4923117,
54020030220084,4923117,
54020030220088,4923117,
54020030220110,4923117,
54020050130006,4923116,5
54020050130050,4923116,5
54020050130054,4923116,5
54020050130055,4923116,5
54020050130086,4923116,5
54020050130090,4923116,5
54020050130091,4923116,5
54020050130114,4923116,5
54020090420002,4927437,5
54020090420009,4927437,5
54020090420015,4927437,5
54020090420016,4927437,5
54020090420029,4927437,5
54020090420035,4927437,5
54020090420045,4927437,5
54020090420063,4927437,5
54020130160006,4923117,
54020130160008,4923117,
54020130160011,4923117,
54020130160019,4923117,
54020130160032,4923117,
54020130160038,4923117,
54020130160039,4923117,
54020130160042,4923117,
55010020310006,4936077,4
55010020310050,4936077,4
55010020310054,4936077,4
55010020310055,4936077,4
55010020310091,4936077,4
55010020310092,4936077,4
55010020310114,4936077,4
55010020310116,4936077,4
55010040320002,4936077,4
55010040320009,4936077,4
55010040320015,4936077,4
55010040320016,4936077,4
55010040320029,4936077,4
55010040320035,4936077,4
55010040320045,4936077,4
55010040320063,4936077,4
55010070540010,4936077,4
55010070540014,4936077,4
55010070540018,4936077,4
55010070540026,4936077,4
55010070540035,4936077,4
55010070540036,4936077,4
55010070540038,4936077,4
55010070540048,4936077,4
55010130090006,4936077,4
55010130090013,4936077,4
55010130090047,4936077,4
55010130090050,4936077,4
55010130090054,4936077,4
55010130090055,4936077,4
55010130090065,4936077,4
55010130090068,4936077,4
55010150050009,4936077,4
55010150050015,4936077,4
55010150050016,4936077,4
55010150050023,4936077,4
55010150050029,4936077,4
55010150050035,4936077,4
55010150050045,4936077,4
55010150050050,4936077,4
55010160110006,4940397,4
55010160110050,4940397,4
55010160110055,4940397,4
55010160110086,4940397,4
55010160110091,4940397,4
55010160110114,4940397,4
55010160110116,4940397,4
55010160110133,4940397,4
55010170230009,4940397,4
55010170230016,4940397,4
55010170230023,4940397,4
55010170230035,4940397,4
55010170230050,4940397,4
55010170230063,4940397,4
55010170230074,4940397,4
55010170230084,4940397,4
55020010050034,4944715,
55020010050036,4944715,
55020010050044,4944715,
55020010050048,4944715,
55020010050059,4944715,
55020010050062,4944715,
55020010050068,4944715,
55020010050092,4944715,
55020090220035,4944716,6
55020090220045,4944716,6
55020090220050,4944716,6
55020090220063,4944716,6
55020090220075,4944716,6
55020090220084,4944716,6
55020090220094,4944716,6
55020090220110,4944716,6
55020133030034,4944716,6
55020133030036,4944716,6
55020133030044,4944716,6
55020133030048,4944716,6
55020133030062,4944716,6
55020133030068,4944716,6
55020133030072,4944716,6
55020133030097,4944716,6
55020180210028,4944715,
55020180210034,4944715,
55020180210042,4944715,
55020180210054,4944715,
55020180210058,4944715,
55020180210059,4944715,
55020180210068,4944715,
55020180210078,4944715,
